Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF
LED Lamp,14,7.54,4,25,Kigali,Medium,7,223.0,50+ kWh,74917.0
Water Heater,2696,3.03,1,22,Kigali,High,7,632.76,50+ kWh,226118.44
Electric Kettle,1393,1.97,1,26,Kigali,High,7,632.76,50+ kWh,226118.44
Fan,43,8.99,4,19,Kigali,High,7,632.76,50+ kWh,226118.44
Washing Machine,484,1.74,1,7,Kigali,High,7,632.76,50+ kWh,226118.44
TV,116,7.58,2,25,Kigali,High,7,632.76,50+ kWh,226118.44
Laptop,52,6.18,2,28,Kigali,High,7,632.76,50+ kWh,226118.44
Microwave,864,0.94,1,24,Kigali,High,7,632.76,50+ kWh,226118.44
Blender,557,0.82,1,17,Kigali,High,7,632.76,50+ kWh,226118.44
LED Lamp,7,5.86,8,29,Kigali,High,7,632.76,50+ kWh,226118.44
Refrigerator,172,24.0,2,30,Kigali,High,7,632.76,50+ kWh,226118.44
Iron,1047,1.49,2,10,Kigali,High,8,554.27,50+ kWh,197155.63
Phone Charger,12,4.29,5,25,Kigali,High,8,554.27,50+ kWh,197155.63
Refrigerator,156,24.0,1,30,Kigali,High,8,554.27,50+ kWh,197155.63
Washing Machine,574,2.41,1,9,Kigali,High,8,554.27,50+ kWh,197155.63
Electric Kettle,1375,1.99,2,25,Kigali,High,8,554.27,50+ kWh,197155.63
LED Lamp,7,8.8,7,29,Kigali,High,8,554.27,50+ kWh,197155.63
Fan,46,5.91,4,29,Kigali,High,8,554.27,50+ kWh,197155.63
Blender,436,0.72,1,10,Kigali,High,8,554.27,50+ kWh,197155.63
Laptop,58,7.73,1,29,Kigali,High,8,554.27,50+ kWh,197155.63
Water Heater,2254,3.93,1,22,Kigali,High,8,554.27,50+ kWh,197155.63
Refrigerator,150,24.0,1,30,Rusizi,High,7,746.57,50+ kWh,268114.33
Laptop,77,4.76,1,20,Rusizi,High,7,746.57,50+ kWh,268114.33
Microwave,1053,0.92,1,25,Rusizi,High,7,746.57,50+ kWh,268114.33
Water Heater,2481,2.57,2,20,Rusizi,High,7,746.57,50+ kWh,268114.33
Phone Charger,11,4.54,3,27,Rusizi,High,7,746.57,50+ kWh,268114.33
Washing Machine,791,2.1,1,4,Rusizi,High,7,746.57,50+ kWh,268114.33
Fan,43,7.42,3,21,Rusizi,High,7,746.57,50+ kWh,268114.33
AC,2633,5.15,1,22,Rusizi,High,7,746.57,50+ kWh,268114.33
LED Lamp,12,8.82,8,27,Rusizi,High,7,746.57,50+ kWh,268114.33
Laptop,75,5.76,2,22,Rusizi,Medium,6,57.82,50+ kWh,13965.58
TV,127,4.53,1,29,Rusizi,Medium,6,57.82,50+ kWh,13965.58
Electric Kettle,1023,0.54,1,25,Rusizi,Medium,6,57.82,50+ kWh,13965.58
Blender,565,0.53,1,17,Rusizi,Medium,6,57.82,50+ kWh,13965.58
Phone Charger,7,3.98,4,29,Rusizi,Medium,6,57.82,50+ kWh,13965.58
Iron,808,1.05,1,5,Kigali,Low,6,27.5,21-50 kWh,4105.0
Radio,23,2.92,1,30,Kigali,Low,6,27.5,21-50 kWh,4105.0
Fan,70,3.06,1,22,Kigali,Low,6,27.5,21-50 kWh,4105.0
TV,124,3.44,1,29,Kigali,Low,6,27.5,21-50 kWh,4105.0
Phone Charger,14,3.55,3,28,Kigali,Low,6,27.5,21-50 kWh,4105.0
TV,102,4.51,1,29,Kigali,Medium,2,225.58,50+ kWh,75869.02
Refrigerator,194,24.0,1,30,Kigali,Medium,2,225.58,50+ kWh,75869.02
LED Lamp,13,5.3,4,30,Kigali,Medium,2,225.58,50+ kWh,75869.02
Fan,73,4.88,2,20,Kigali,Medium,2,225.58,50+ kWh,75869.02
Laptop,74,3.37,2,25,Kigali,Medium,2,225.58,50+ kWh,75869.02
Radio,24,1.97,1,23,Kigali,Medium,2,225.58,50+ kWh,75869.02
Washing Machine,685,1.3,1,8,Kigali,Medium,2,225.58,50+ kWh,75869.02
Blender,406,0.65,1,15,Kigali,Medium,2,225.58,50+ kWh,75869.02
Electric Kettle,1245,0.85,1,24,Kigali,Medium,2,225.58,50+ kWh,75869.02
Electric Kettle,1335,0.76,1,27,Kigali,Medium,6,55.51,50+ kWh,13113.19
Blender,403,0.71,1,12,Kigali,Medium,6,55.51,50+ kWh,13113.19
Laptop,48,2.44,2,29,Kigali,Medium,6,55.51,50+ kWh,13113.19
Iron,924,0.6,1,12,Kigali,Medium,6,55.51,50+ kWh,13113.19
LED Lamp,15,4.93,4,25,Kigali,Medium,6,55.51,50+ kWh,13113.19
Phone Charger,10,5.15,3,25,Kigali,Medium,6,55.51,50+ kWh,13113.19
Phone Charger,13,6.95,4,25,Muhanga,High,3,863.26,50+ kWh,311172.94
Fan,51,9.6,3,16,Muhanga,High,3,863.26,50+ kWh,311172.94
Refrigerator,200,24.0,2,30,Muhanga,High,3,863.26,50+ kWh,311172.94
Iron,804,1.6,1,5,Muhanga,High,3,863.26,50+ kWh,311172.94
Blender,445,0.73,2,18,Muhanga,High,3,863.26,50+ kWh,311172.94
Laptop,73,5.47,3,22,Muhanga,High,3,863.26,50+ kWh,311172.94
AC,2458,5.09,2,13,Muhanga,High,3,863.26,50+ kWh,311172.94
LED Lamp,7,8.66,6,30,Muhanga,High,3,863.26,50+ kWh,311172.94
Water Heater,2735,2.37,1,25,Muhanga,High,3,863.26,50+ kWh,311172.94
Laptop,65,4.68,1,22,Rusizi,Medium,8,56.87,50+ kWh,13615.03
Electric Kettle,1165,1.44,1,20,Rusizi,Medium,8,56.87,50+ kWh,13615.03
Phone Charger,11,3.71,3,27,Rusizi,Medium,8,56.87,50+ kWh,13615.03
Iron,954,1.66,1,4,Rusizi,Medium,8,56.87,50+ kWh,13615.03
Washing Machine,734,1.36,1,7,Rusizi,Medium,8,56.87,50+ kWh,13615.03
Fan,58,3.47,1,22,Kigali,Low,4,29.76,21-50 kWh,4805.6
Iron,868,1.22,1,11,Kigali,Low,4,29.76,21-50 kWh,4805.6
Radio,18,4.11,1,27,Kigali,Low,4,29.76,21-50 kWh,4805.6
TV,147,2.74,1,29,Kigali,Low,4,29.76,21-50 kWh,4805.6
LED Lamp,7,3.98,3,29,Rusizi,Low,5,39.45,21-50 kWh,7809.5
Iron,859,1.52,1,11,Rusizi,Low,5,39.45,21-50 kWh,7809.5
TV,115,3.34,1,25,Rusizi,Low,5,39.45,21-50 kWh,7809.5
Fan,48,4.05,2,29,Rusizi,Low,5,39.45,21-50 kWh,7809.5
Radio,22,3.39,1,24,Rusizi,Low,5,39.45,21-50 kWh,7809.5
TV,104,3.03,1,25,Nyagatare,Low,8,11.84,0-20 kWh,1053.76
Phone Charger,5,3.87,3,25,Nyagatare,Low,8,11.84,0-20 kWh,1053.76
LED Lamp,5,3.86,5,26,Nyagatare,Low,8,11.84,0-20 kWh,1053.76
Blender,360,0.39,1,16,Nyagatare,Medium,7,163.75,50+ kWh,53053.75
Electric Kettle,1270,0.63,1,23,Nyagatare,Medium,7,163.75,50+ kWh,53053.75
Fan,41,7.89,1,29,Nyagatare,Medium,7,163.75,50+ kWh,53053.75
Radio,22,1.76,1,23,Nyagatare,Medium,7,163.75,50+ kWh,53053.75
Refrigerator,158,24.0,1,30,Nyagatare,Medium,7,163.75,50+ kWh,53053.75
LED Lamp,6,4.13,4,30,Nyagatare,Medium,7,163.75,50+ kWh,53053.75
Iron,1114,2.03,1,4,Nyagatare,Medium,7,163.75,50+ kWh,53053.75
TV,76,3.2,1,29,Nyagatare,Medium,7,163.75,50+ kWh,53053.75
Refrigerator,196,24.0,1,30,Kigali,Medium,7,214.02,50+ kWh,71603.38
LED Lamp,13,7.97,4,26,Kigali,Medium,7,214.02,50+ kWh,71603.38
Electric Kettle,1295,1.1,1,30,Kigali,Medium,7,214.02,50+ kWh,71603.38
Fan,55,4.51,2,19,Kigali,Medium,7,214.02,50+ kWh,71603.38
TV,102,3.9,1,25,Kigali,Medium,7,214.02,50+ kWh,71603.38
Washing Machine,668,1.32,1,10,Musanze,Medium,7,62.41,50+ kWh,15659.29
Electric Kettle,1076,0.8,1,22,Musanze,Medium,7,62.41,50+ kWh,15659.29
Phone Charger,12,3.72,4,26,Musanze,Medium,7,62.41,50+ kWh,15659.29
Fan,49,7.03,2,16,Musanze,Medium,7,62.41,50+ kWh,15659.29
LED Lamp,11,6.23,6,26,Musanze,Medium,7,62.41,50+ kWh,15659.29
Laptop,55,3.02,2,25,Musanze,Medium,7,62.41,50+ kWh,15659.29
TV,59,4.75,1,29,Rubavu,High,8,757.21,50+ kWh,272040.49
Water Heater,2687,3.12,2,27,Rubavu,High,8,757.21,50+ kWh,272040.49
Refrigerator,142,24.0,1,30,Rubavu,High,8,757.21,50+ kWh,272040.49
LED Lamp,8,9.81,5,25,Rubavu,High,8,757.21,50+ kWh,272040.49
Iron,924,2.39,2,7,Rubavu,High,8,757.21,50+ kWh,272040.49
Electric Kettle,1468,1.24,2,25,Rubavu,High,8,757.21,50+ kWh,272040.49
Blender,494,0.73,2,18,Rubavu,High,8,757.21,50+ kWh,272040.49
Fan,59,5.57,3,30,Rubavu,High,8,757.21,50+ kWh,272040.49
Microwave,850,1.06,1,22,Rubavu,High,8,757.21,50+ kWh,272040.49
Radio,5,2.78,1,29,Nyagatare,Low,3,43.17,21-50 kWh,8962.7
Fan,58,2.61,2,25,Nyagatare,Low,3,43.17,21-50 kWh,8962.7
LED Lamp,11,4.71,3,26,Nyagatare,Low,3,43.17,21-50 kWh,8962.7
TV,120,3.96,1,30,Nyagatare,Low,3,43.17,21-50 kWh,8962.7
Iron,931,1.65,1,11,Nyagatare,Low,3,43.17,21-50 kWh,8962.7
Laptop,73,2.14,1,21,Muhanga,Medium,5,101.35,50+ kWh,30028.15
Blender,303,0.51,1,18,Muhanga,Medium,5,101.35,50+ kWh,30028.15
Phone Charger,7,3.03,2,29,Muhanga,Medium,5,101.35,50+ kWh,30028.15
Radio,16,1.12,1,30,Muhanga,Medium,5,101.35,50+ kWh,30028.15
Iron,1137,1.48,1,4,Muhanga,Medium,5,101.35,50+ kWh,30028.15
Refrigerator,101,24.0,1,30,Muhanga,Medium,5,101.35,50+ kWh,30028.15
TV,52,4.51,2,30,Muhanga,Medium,5,101.35,50+ kWh,30028.15
TV,95,3.8,2,28,Rubavu,Medium,3,162.58,50+ kWh,52622.02
Phone Charger,10,5.88,2,28,Rubavu,Medium,3,162.58,50+ kWh,52622.02
Laptop,84,2.9,1,30,Rubavu,Medium,3,162.58,50+ kWh,52622.02
Refrigerator,183,24.0,1,30,Rubavu,Medium,3,162.58,50+ kWh,52622.02
TV,113,4.54,1,30,Huye,Low,5,24.8,21-50 kWh,3268.0
LED Lamp,14,5.93,4,25,Huye,Low,5,24.8,21-50 kWh,3268.0
Phone Charger,5,2.46,3,30,Huye,Low,5,24.8,21-50 kWh,3268.0
Washing Machine,408,1.96,1,6,Rusizi,Medium,2,43.85,21-50 kWh,9173.5
Iron,839,1.1,1,7,Rusizi,Medium,2,43.85,21-50 kWh,9173.5
Phone Charger,11,5.03,4,29,Rusizi,Medium,2,43.85,21-50 kWh,9173.5
LED Lamp,11,7.02,5,26,Rusizi,Medium,2,43.85,21-50 kWh,9173.5
TV,114,5.24,1,27,Rusizi,Medium,2,43.85,21-50 kWh,9173.5
Blender,530,0.55,1,13,Kigali,Medium,8,38.86,21-50 kWh,7626.6
Radio,18,1.37,1,29,Kigali,Medium,8,38.86,21-50 kWh,7626.6
Electric Kettle,1043,1.27,1,24,Kigali,Medium,8,38.86,21-50 kWh,7626.6
LED Lamp,6,5.07,3,28,Kigali,Medium,8,38.86,21-50 kWh,7626.6
Blender,352,0.37,1,10,Nyagatare,Medium,7,177.18,50+ kWh,58009.42
Washing Machine,629,1.56,1,12,Nyagatare,Medium,7,177.18,50+ kWh,58009.42
TV,63,3.08,2,27,Nyagatare,Medium,7,177.18,50+ kWh,58009.42
Phone Charger,6,4.79,4,27,Nyagatare,Medium,7,177.18,50+ kWh,58009.42
LED Lamp,5,5.17,6,28,Nyagatare,Medium,7,177.18,50+ kWh,58009.42
Laptop,86,5.6,1,23,Nyagatare,Medium,7,177.18,50+ kWh,58009.42
Refrigerator,187,24.0,1,30,Nyagatare,Medium,7,177.18,50+ kWh,58009.42
Radio,14,1.54,1,22,Nyagatare,Medium,7,177.18,50+ kWh,58009.42
Fan,52,5.29,3,19,Kigali,Medium,5,171.78,50+ kWh,56016.82
TV,50,5.85,2,27,Kigali,Medium,5,171.78,50+ kWh,56016.82
Blender,468,0.52,1,14,Kigali,Medium,5,171.78,50+ kWh,56016.82
Iron,953,1.14,1,7,Kigali,Medium,5,171.78,50+ kWh,56016.82
Radio,15,1.36,1,26,Kigali,Medium,5,171.78,50+ kWh,56016.82
Phone Charger,9,5.2,3,30,Kigali,Medium,5,171.78,50+ kWh,56016.82
Refrigerator,173,24.0,1,30,Kigali,Medium,5,171.78,50+ kWh,56016.82
TV,140,3.63,2,27,Huye,Medium,5,196.95,50+ kWh,65304.55
Refrigerator,186,24.0,1,30,Huye,Medium,5,196.95,50+ kWh,65304.55
Laptop,56,4.63,1,26,Huye,Medium,5,196.95,50+ kWh,65304.55
Blender,337,0.52,1,17,Huye,Medium,5,196.95,50+ kWh,65304.55
Iron,1098,1.3,1,12,Huye,Medium,5,196.95,50+ kWh,65304.55
LED Lamp,13,4.15,6,27,Huye,Medium,5,196.95,50+ kWh,65304.55
TV,122,5.95,1,30,Nyagatare,Medium,6,177.88,50+ kWh,58267.72
Refrigerator,196,24.0,1,30,Nyagatare,Medium,6,177.88,50+ kWh,58267.72
Blender,305,0.35,1,11,Nyagatare,Medium,6,177.88,50+ kWh,58267.72
Laptop,68,3.5,1,27,Nyagatare,Medium,6,177.88,50+ kWh,58267.72
Phone Charger,14,5.07,4,26,Nyagatare,Medium,6,177.88,50+ kWh,58267.72
Fan,59,3.37,2,21,Kigali,Low,2,35.49,21-50 kWh,6581.9
LED Lamp,10,4.43,5,28,Kigali,Low,2,35.49,21-50 kWh,6581.9
Iron,963,0.6,1,4,Kigali,Low,2,35.49,21-50 kWh,6581.9
Radio,5,4.55,1,30,Kigali,Low,2,35.49,21-50 kWh,6581.9
TV,136,4.4,1,30,Kigali,Low,2,35.49,21-50 kWh,6581.9
Iron,895,1.46,1,10,Kigali,Low,3,35.52,21-50 kWh,6591.2
Fan,41,4.95,2,21,Kigali,Low,3,35.52,21-50 kWh,6591.2
TV,125,3.29,1,25,Kigali,Low,3,35.52,21-50 kWh,6591.2
LED Lamp,8,3.84,3,30,Kigali,Low,3,35.52,21-50 kWh,6591.2
Phone Charger,14,2.2,1,29,Kigali,Low,3,35.52,21-50 kWh,6591.2
Radio,24,3.18,1,21,Kigali,Low,5,29.42,21-50 kWh,4700.2
Fan,62,5.38,2,20,Kigali,Low,5,29.42,21-50 kWh,4700.2
TV,128,3.77,1,30,Kigali,Low,5,29.42,21-50 kWh,4700.2
Phone Charger,11,2.84,3,26,Kigali,Low,4,11.99,0-20 kWh,1067.11
Radio,18,2.56,1,30,Kigali,Low,4,11.99,0-20 kWh,1067.11
TV,121,2.5,1,27,Kigali,Low,4,11.99,0-20 kWh,1067.11
Radio,11,4.45,1,28,Kigali,Low,5,14.84,0-20 kWh,1320.76
LED Lamp,11,5.05,5,28,Kigali,Low,5,14.84,0-20 kWh,1320.76
Fan,71,2.67,2,15,Kigali,Low,5,14.84,0-20 kWh,1320.76
Phone Charger,12,3.1,3,25,Rusizi,Low,2,30.3,21-50 kWh,4973.0
Iron,937,1.66,1,9,Rusizi,Low,2,30.3,21-50 kWh,4973.0
Radio,19,3.64,1,26,Rusizi,Low,2,30.3,21-50 kWh,4973.0
LED Lamp,15,5.25,2,27,Rusizi,Low,2,30.3,21-50 kWh,4973.0
TV,107,2.79,1,25,Rusizi,Low,2,30.3,21-50 kWh,4973.0
Refrigerator,126,24.0,1,30,Huye,High,8,306.38,50+ kWh,105684.22
Fan,57,7.58,4,20,Huye,High,8,306.38,50+ kWh,105684.22
Washing Machine,760,1.94,1,8,Huye,High,8,306.38,50+ kWh,105684.22
Blender,369,0.98,1,20,Huye,High,8,306.38,50+ kWh,105684.22
Electric Kettle,1470,1.06,2,24,Huye,High,8,306.38,50+ kWh,105684.22
Laptop,48,6.51,3,22,Huye,High,8,306.38,50+ kWh,105684.22
Iron,874,2.42,1,7,Huye,High,8,306.38,50+ kWh,105684.22
TV,100,5.96,3,29,Huye,High,8,306.38,50+ kWh,105684.22
TV,124,3.01,2,30,Rubavu,Medium,5,248.54,50+ kWh,84341.26
Electric Kettle,1325,1.16,1,25,Rubavu,Medium,5,248.54,50+ kWh,84341.26
Iron,1073,1.3,1,10,Rubavu,Medium,5,248.54,50+ kWh,84341.26
Blender,553,0.43,1,12,Rubavu,Medium,5,248.54,50+ kWh,84341.26
Laptop,75,4.31,2,29,Rubavu,Medium,5,248.54,50+ kWh,84341.26
Refrigerator,200,24.0,1,30,Rubavu,Medium,5,248.54,50+ kWh,84341.26
Fan,46,6.13,1,29,Rubavu,Medium,5,248.54,50+ kWh,84341.26
Microwave,842,0.76,1,25,Kigali,High,3,244.11,50+ kWh,82706.59
LED Lamp,5,6.98,5,27,Kigali,High,3,244.11,50+ kWh,82706.59
Electric Kettle,1219,1.66,1,21,Kigali,High,3,244.11,50+ kWh,82706.59
Refrigerator,127,24.0,1,30,Kigali,High,3,244.11,50+ kWh,82706.59
Laptop,54,5.6,3,27,Kigali,High,3,244.11,50+ kWh,82706.59
Iron,804,2.39,1,5,Kigali,High,3,244.11,50+ kWh,82706.59
TV,138,4.53,2,25,Kigali,High,3,244.11,50+ kWh,82706.59
Fan,45,8.38,3,18,Kigali,High,3,244.11,50+ kWh,82706.59
Blender,460,0.68,1,12,Kigali,High,3,244.11,50+ kWh,82706.59
Laptop,62,4.89,2,30,Kigali,Medium,8,59.75,50+ kWh,14677.75
TV,102,4.85,1,28,Kigali,Medium,8,59.75,50+ kWh,14677.75
LED Lamp,6,7.59,4,26,Kigali,Medium,8,59.75,50+ kWh,14677.75
Iron,1101,1.96,1,9,Kigali,Medium,8,59.75,50+ kWh,14677.75
Blender,461,0.7,1,11,Kigali,Medium,8,59.75,50+ kWh,14677.75
TV,87,3.94,1,26,Kigali,Low,6,43.74,21-50 kWh,9139.4
LED Lamp,11,3.34,5,28,Kigali,Low,6,43.74,21-50 kWh,9139.4
Radio,21,4.67,1,20,Kigali,Low,6,43.74,21-50 kWh,9139.4
Iron,962,0.7,1,10,Kigali,Low,6,43.74,21-50 kWh,9139.4
Fan,74,4.73,2,30,Kigali,Low,6,43.74,21-50 kWh,9139.4
TV,104,5.11,2,25,Muhanga,Medium,2,191.25,50+ kWh,63201.25
LED Lamp,9,4.33,4,25,Muhanga,Medium,2,191.25,50+ kWh,63201.25
Iron,879,1.57,1,10,Muhanga,Medium,2,191.25,50+ kWh,63201.25
Refrigerator,139,24.0,1,30,Muhanga,Medium,2,191.25,50+ kWh,63201.25
Electric Kettle,1044,1.42,1,21,Muhanga,Medium,2,191.25,50+ kWh,63201.25
Fan,43,4.55,2,20,Muhanga,Medium,2,191.25,50+ kWh,63201.25
Laptop,40,4.83,1,20,Muhanga,Medium,2,191.25,50+ kWh,63201.25
Phone Charger,12,5.86,2,29,Muhanga,Medium,2,191.25,50+ kWh,63201.25
Blender,519,0.44,1,9,Musanze,Medium,4,83.34,50+ kWh,23382.46
Laptop,85,5.9,2,30,Musanze,Medium,4,83.34,50+ kWh,23382.46
Iron,1054,1.41,1,9,Musanze,Medium,4,83.34,50+ kWh,23382.46
TV,113,5.58,1,26,Musanze,Medium,4,83.34,50+ kWh,23382.46
Electric Kettle,1080,0.76,1,21,Musanze,Medium,4,83.34,50+ kWh,23382.46
LED Lamp,8,6.96,3,25,Musanze,Medium,4,83.34,50+ kWh,23382.46
Microwave,1179,0.96,2,18,Kigali,High,3,224.52,50+ kWh,75477.88
Blender,427,0.71,2,19,Kigali,High,3,224.52,50+ kWh,75477.88
Electric Kettle,1138,1.83,2,29,Kigali,High,3,224.52,50+ kWh,75477.88
Laptop,47,5.51,2,20,Kigali,High,3,224.52,50+ kWh,75477.88
Washing Machine,514,2.71,1,4,Kigali,High,3,224.52,50+ kWh,75477.88
LED Lamp,6,9.38,7,27,Kigali,High,3,224.52,50+ kWh,75477.88
Iron,967,1.17,2,11,Kigali,High,3,224.52,50+ kWh,75477.88
TV,148,4.33,1,30,Kigali,Low,6,28.23,21-50 kWh,4331.3
Iron,877,0.51,1,10,Kigali,Low,6,28.23,21-50 kWh,4331.3
Phone Charger,8,3.08,1,30,Kigali,Low,6,28.23,21-50 kWh,4331.3
Fan,61,2.01,1,27,Kigali,Low,6,28.23,21-50 kWh,4331.3
Radio,8,2.62,1,23,Kigali,Low,6,28.23,21-50 kWh,4331.3
Iron,1126,2.64,1,5,Huye,High,3,910.17,50+ kWh,328482.73
TV,122,4.25,3,30,Huye,High,3,910.17,50+ kWh,328482.73
LED Lamp,8,6.46,5,27,Huye,High,3,910.17,50+ kWh,328482.73
Refrigerator,189,24.0,2,30,Huye,High,3,910.17,50+ kWh,328482.73
Water Heater,2463,2.54,1,21,Huye,High,3,910.17,50+ kWh,328482.73
Electric Kettle,1069,1.78,1,29,Huye,High,3,910.17,50+ kWh,328482.73
Blender,379,0.55,1,15,Huye,High,3,910.17,50+ kWh,328482.73
Laptop,60,5.03,2,28,Huye,High,3,910.17,50+ kWh,328482.73
Washing Machine,794,1.81,1,8,Huye,High,3,910.17,50+ kWh,328482.73
Phone Charger,9,7.41,6,25,Huye,High,3,910.17,50+ kWh,328482.73
AC,2123,7.31,2,11,Huye,High,3,910.17,50+ kWh,328482.73
Fan,56,8.92,3,20,Kigali,High,3,187.24,50+ kWh,61721.56
Refrigerator,151,24.0,1,30,Kigali,High,3,187.24,50+ kWh,61721.56
Blender,536,0.55,1,20,Kigali,High,3,187.24,50+ kWh,61721.56
Electric Kettle,1062,1.01,1,23,Kigali,High,3,187.24,50+ kWh,61721.56
LED Lamp,11,6.86,5,30,Kigali,High,3,187.24,50+ kWh,61721.56
Phone Charger,14,6.34,3,25,Kigali,High,3,187.24,50+ kWh,61721.56
Phone Charger,7,3.85,1,28,Kigali,Low,7,31.49,21-50 kWh,5341.9
LED Lamp,12,3.09,5,30,Kigali,Low,7,31.49,21-50 kWh,5341.9
Radio,10,3.06,1,22,Kigali,Low,7,31.49,21-50 kWh,5341.9
Iron,943,1.17,1,6,Kigali,Low,7,31.49,21-50 kWh,5341.9
Fan,55,4.59,1,30,Kigali,Low,7,31.49,21-50 kWh,5341.9
TV,120,3.44,1,25,Kigali,Low,7,31.49,21-50 kWh,5341.9
TV,111,3.63,1,28,Kigali,Low,3,27.9,21-50 kWh,4229.0
Iron,1089,1.25,1,10,Kigali,Low,3,27.9,21-50 kWh,4229.0
LED Lamp,7,3.08,4,29,Kigali,Low,3,27.9,21-50 kWh,4229.0
Phone Charger,5,3.79,1,27,Kigali,Low,3,27.9,21-50 kWh,4229.0
AC,1614,7.06,2,17,Kigali,High,6,594.31,50+ kWh,211930.39
Washing Machine,581,2.9,1,6,Kigali,High,6,594.31,50+ kWh,211930.39
Refrigerator,130,24.0,1,30,Kigali,High,6,594.31,50+ kWh,211930.39
Laptop,41,6.52,3,25,Kigali,High,6,594.31,50+ kWh,211930.39
TV,122,4.57,3,26,Kigali,High,6,594.31,50+ kWh,211930.39
Phone Charger,13,5.24,6,28,Kigali,High,6,594.31,50+ kWh,211930.39
Blender,346,0.53,1,17,Kigali,High,6,594.31,50+ kWh,211930.39
Fan,73,6.87,2,25,Kigali,High,6,594.31,50+ kWh,211930.39
TV,125,4.11,1,26,Muhanga,Low,3,32.78,21-50 kWh,5741.8
Phone Charger,13,3.72,1,25,Muhanga,Low,3,32.78,21-50 kWh,5741.8
Radio,17,3.76,1,25,Muhanga,Low,3,32.78,21-50 kWh,5741.8
LED Lamp,10,3.41,4,26,Muhanga,Low,3,32.78,21-50 kWh,5741.8
Fan,71,4.6,2,20,Muhanga,Low,3,32.78,21-50 kWh,5741.8
Refrigerator,122,24.0,1,30,Nyagatare,Medium,6,159.89,50+ kWh,51629.41
Laptop,78,3.27,1,29,Nyagatare,Medium,6,159.89,50+ kWh,51629.41
Electric Kettle,1327,1.07,1,27,Nyagatare,Medium,6,159.89,50+ kWh,51629.41
Phone Charger,10,5.24,2,26,Nyagatare,Medium,6,159.89,50+ kWh,51629.41
Blender,463,0.38,1,9,Nyagatare,Medium,6,159.89,50+ kWh,51629.41
Fan,61,5.23,3,23,Nyagatare,Medium,6,159.89,50+ kWh,51629.41
TV,102,4.48,1,28,Kigali,Medium,4,117.15,50+ kWh,35858.35
LED Lamp,13,5.5,5,28,Kigali,Medium,4,117.15,50+ kWh,35858.35
Electric Kettle,1231,0.57,1,20,Kigali,Medium,4,117.15,50+ kWh,35858.35
Refrigerator,102,24.0,1,30,Kigali,Medium,4,117.15,50+ kWh,35858.35
Blender,475,0.39,1,14,Kigali,Medium,4,117.15,50+ kWh,35858.35
Fan,44,5.74,1,17,Kigali,Medium,4,117.15,50+ kWh,35858.35
LED Lamp,13,6.33,8,27,Kigali,High,5,836.12,50+ kWh,301158.28
Electric Kettle,1121,1.1,2,26,Kigali,High,5,836.12,50+ kWh,301158.28
Phone Charger,7,4.22,6,25,Kigali,High,5,836.12,50+ kWh,301158.28
Laptop,45,4.47,2,30,Kigali,High,5,836.12,50+ kWh,301158.28
Fan,70,5.2,4,15,Kigali,High,5,836.12,50+ kWh,301158.28
Washing Machine,487,2.46,1,5,Kigali,High,5,836.12,50+ kWh,301158.28
AC,1736,5.23,1,22,Kigali,High,5,836.12,50+ kWh,301158.28
Water Heater,2500,3.79,1,24,Kigali,High,5,836.12,50+ kWh,301158.28
TV,119,5.55,3,27,Kigali,High,5,836.12,50+ kWh,301158.28
Blender,489,0.59,2,8,Kigali,High,5,836.12,50+ kWh,301158.28
Refrigerator,156,24.0,2,30,Kigali,High,5,836.12,50+ kWh,301158.28
TV,120,3.18,1,28,Rusizi,Medium,3,88.33,50+ kWh,25223.77
Blender,574,0.64,1,15,Rusizi,Medium,3,88.33,50+ kWh,25223.77
Phone Charger,8,4.43,4,25,Rusizi,Medium,3,88.33,50+ kWh,25223.77
Electric Kettle,1462,1.35,1,20,Rusizi,Medium,3,88.33,50+ kWh,25223.77
Fan,73,7.0,3,19,Rusizi,Medium,3,88.33,50+ kWh,25223.77
Refrigerator,125,24.0,1,30,Kigali,Medium,3,129.05,50+ kWh,40249.45
Washing Machine,563,1.91,1,5,Kigali,Medium,3,129.05,50+ kWh,40249.45
Laptop,64,4.23,1,28,Kigali,Medium,3,129.05,50+ kWh,40249.45
LED Lamp,9,6.08,5,25,Kigali,Medium,3,129.05,50+ kWh,40249.45
Radio,8,1.83,1,22,Kigali,Medium,3,129.05,50+ kWh,40249.45
Fan,46,7.62,3,18,Kigali,Medium,3,129.05,50+ kWh,40249.45
Iron,819,1.79,2,9,Rusizi,High,4,351.34,50+ kWh,122274.46
Electric Kettle,1025,1.75,1,24,Rusizi,High,4,351.34,50+ kWh,122274.46
Phone Charger,5,5.35,5,27,Rusizi,High,4,351.34,50+ kWh,122274.46
Microwave,943,1.09,1,25,Rusizi,High,4,351.34,50+ kWh,122274.46
Washing Machine,516,1.7,1,11,Rusizi,High,4,351.34,50+ kWh,122274.46
LED Lamp,9,8.64,6,29,Rusizi,High,4,351.34,50+ kWh,122274.46
TV,61,4.75,3,26,Rusizi,High,4,351.34,50+ kWh,122274.46
Laptop,87,5.42,2,28,Rusizi,High,4,351.34,50+ kWh,122274.46
