Household_ID,Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF,Month
HH00289,Iron,895,4.9,2,30,Northern,Low,3,263.13,50+ kWh,97094.97,March
HH00290,Microwave,1096,6.5,1,21,Kigali,Low,2,149.6,50+ kWh,55202.4,April
HH00291,Light Bulb,14,7.1,3,31,Eastern,Medium,3,9.24,0-20 kWh,822.36,June
HH00292,Water Heater,1834,3.9,1,30,Eastern,High,6,214.58,50+ kWh,79180.02,March
HH00293,Water Heater,1500,5.1,3,25,Northern,Low,1,573.75,50+ kWh,211713.75,October
HH00294,Laptop,64,8.9,1,30,Western,High,7,17.09,0-20 kWh,1521.01,May
HH00295,Laptop,50,1.3,1,20,Eastern,Low,6,1.3,0-20 kWh,115.7,January
HH00296,Microwave,1111,2.4,1,20,Western,Low,6,53.33,50+ kWh,19678.77,December
HH00297,Iron,1175,8.8,3,28,Western,Low,5,868.56,50+ kWh,320498.64,March
HH00298,Fan,53,2.0,3,24,Eastern,High,8,7.63,0-20 kWh,679.07,January
HH00299,Radio,43,1.0,2,31,Northern,Low,6,2.67,0-20 kWh,237.63,March
HH00300,Light Bulb,12,0.9,1,31,Western,High,8,0.33,0-20 kWh,29.37,March
HH00301,TV,60,8.7,1,30,Northern,Medium,4,15.66,0-20 kWh,1393.74,November
HH00302,Microwave,939,2.6,2,22,Southern,Low,7,107.42,50+ kWh,39637.98,December
HH00303,Microwave,1141,4.1,3,28,Eastern,High,2,392.96,50+ kWh,145002.24,October
HH00304,Laptop,31,8.2,3,28,Kigali,High,3,21.35,21-50 kWh,6618.5,February
HH00305,Radio,20,2.8,3,31,Western,High,3,5.21,0-20 kWh,463.69,October
HH00306,Radio,33,7.4,3,24,Northern,Medium,7,17.58,0-20 kWh,1564.62,June
HH00307,TV,77,2.5,1,25,Western,Low,6,4.81,0-20 kWh,428.09,November
HH00308,Fridge,97,6.7,1,20,Eastern,Medium,2,13.0,0-20 kWh,1157.0,February
HH00309,Laptop,51,8.3,2,21,Northern,Low,7,17.78,0-20 kWh,1582.42,August
HH00310,Washing Machine,948,4.9,3,28,Southern,High,4,390.2,50+ kWh,143983.8,March
HH00311,TV,79,9.4,3,29,Southern,Medium,2,64.61,50+ kWh,23841.09,April
HH00312,TV,63,7.8,3,22,Northern,Medium,1,32.43,21-50 kWh,10053.3,August
HH00313,Microwave,977,4.1,1,20,Southern,Medium,6,80.11,50+ kWh,29560.59,September
HH00314,Washing Machine,708,8.7,2,25,Western,Low,5,307.98,50+ kWh,113644.62,May
HH00315,TV,97,6.8,3,20,Western,High,8,39.58,21-50 kWh,12269.8,October
HH00316,Fridge,83,1.2,3,26,Northern,Low,8,7.77,0-20 kWh,691.53,December
HH00317,Fan,74,7.9,1,21,Southern,High,6,12.28,0-20 kWh,1092.92,August
HH00318,Microwave,1063,9.3,2,25,Kigali,High,4,494.3,50+ kWh,182396.7,January
HH00319,Fridge,184,3.3,3,20,Northern,Medium,4,36.43,21-50 kWh,11293.3,October
HH00320,Iron,1063,5.5,3,29,Western,Low,5,508.65,50+ kWh,187691.85,October
HH00321,Mobile Charger,8,6.3,3,29,Southern,Medium,3,4.38,0-20 kWh,389.82,November
HH00322,Fridge,103,7.1,3,30,Northern,High,5,65.82,50+ kWh,24287.58,April
HH00323,Light Bulb,16,5.0,3,30,Southern,High,5,7.2,0-20 kWh,640.8,March
HH00324,Iron,914,8.2,3,31,Northern,Medium,1,697.02,50+ kWh,257200.38,August
HH00325,Radio,38,7.4,1,23,Kigali,Medium,2,6.47,0-20 kWh,575.83,March
HH00326,Water Heater,2559,1.4,1,20,Southern,Medium,2,71.65,50+ kWh,26438.85,February
HH00327,Fan,65,9.6,3,21,Southern,High,3,39.31,21-50 kWh,12186.1,October
HH00328,Stove,1721,5.5,3,29,Southern,High,4,823.5,50+ kWh,303871.5,November
HH00329,TV,131,7.8,1,24,Western,Medium,1,24.52,21-50 kWh,7601.2,October
HH00330,Radio,45,4.1,1,31,Eastern,High,7,5.72,0-20 kWh,509.08,May
HH00331,Water Heater,1947,6.1,3,31,Kigali,Low,8,1104.53,50+ kWh,407571.57,May
HH00332,Fridge,139,4.0,3,23,Western,Low,1,38.36,21-50 kWh,11891.6,November
HH00333,Fridge,156,8.2,1,27,Northern,Low,8,34.54,21-50 kWh,10707.4,May
HH00334,Laptop,67,0.8,3,30,Southern,Medium,3,4.82,0-20 kWh,428.98,October
HH00335,Fan,41,9.0,3,26,Kigali,High,4,28.78,21-50 kWh,8921.8,July
HH00336,Mobile Charger,6,3.2,2,23,Kigali,Low,7,0.88,0-20 kWh,78.32,August
HH00337,Fan,54,2.6,3,27,Eastern,Medium,3,11.37,0-20 kWh,1011.93,July
HH00338,Fan,55,4.6,1,28,Northern,High,4,7.08,0-20 kWh,630.12,January
HH00339,Radio,49,8.4,1,31,Southern,Low,1,12.76,0-20 kWh,1135.64,March
HH00340,Laptop,53,2.4,2,22,Western,High,2,5.6,0-20 kWh,498.4,April
HH00341,Laptop,42,4.2,2,28,Kigali,Medium,8,9.88,0-20 kWh,879.32,October
HH00342,Iron,805,2.0,1,29,Kigali,High,8,46.69,21-50 kWh,14473.9,January
HH00343,Microwave,877,3.4,3,29,Western,High,5,259.42,50+ kWh,95725.98,November
HH00344,Fan,75,6.6,3,21,Eastern,Low,6,31.18,21-50 kWh,9665.8,December
HH00345,Washing Machine,622,8.6,1,27,Western,Medium,6,144.43,50+ kWh,53294.67,September
HH00346,Laptop,38,1.7,1,25,Western,High,3,1.61,0-20 kWh,143.29,October
HH00347,Laptop,48,7.0,2,29,Southern,Low,7,19.49,0-20 kWh,1734.61,January
HH00348,Laptop,59,1.1,2,27,Western,Medium,2,3.5,0-20 kWh,311.5,April
HH00349,Microwave,1130,3.4,1,21,Kigali,Low,7,80.68,50+ kWh,29770.92,December
HH00350,Iron,1147,2.1,3,26,Western,Low,7,187.88,50+ kWh,69327.72,December
HH00351,Mobile Charger,5,6.7,2,27,Western,Low,3,1.81,0-20 kWh,161.09,September
HH00352,Stove,1398,5.0,1,27,Southern,High,7,188.73,50+ kWh,69641.37,July
HH00353,Stove,1312,6.5,3,28,Eastern,High,6,716.35,50+ kWh,264333.15,September
HH00354,Washing Machine,541,1.6,2,21,Eastern,High,5,36.36,21-50 kWh,11271.6,August
HH00355,Fridge,93,6.4,2,29,Southern,Medium,7,34.52,21-50 kWh,10701.2,June
HH00356,Washing Machine,647,5.6,2,30,Eastern,Medium,5,217.39,50+ kWh,80216.91,February
HH00357,Radio,21,4.2,2,21,Kigali,High,7,3.7,0-20 kWh,329.3,July
HH00358,Microwave,958,3.1,1,26,Eastern,High,5,77.21,50+ kWh,28490.49,October
HH00359,Washing Machine,628,3.9,1,28,Northern,High,4,68.58,50+ kWh,25306.02,November
HH00360,TV,150,9.1,3,30,Eastern,High,7,122.85,50+ kWh,45331.65,April
HH00361,Mobile Charger,8,0.8,2,28,Eastern,High,6,0.36,0-20 kWh,32.04,October
HH00362,Microwave,1040,7.2,3,21,Western,Low,3,471.74,50+ kWh,174072.06,June
HH00363,TV,105,4.7,3,29,Western,High,3,42.93,21-50 kWh,13308.3,April
HH00364,Light Bulb,11,2.5,2,20,Western,Medium,7,1.1,0-20 kWh,97.9,September
HH00365,Light Bulb,13,6.2,1,20,Eastern,High,3,1.61,0-20 kWh,143.29,August
HH00366,Stove,1924,0.5,1,24,Eastern,High,4,23.09,21-50 kWh,7157.9,September
HH00367,Stove,1863,8.6,2,25,Eastern,Medium,2,801.09,50+ kWh,295602.21,October
HH00368,Iron,1139,8.0,2,26,Kigali,Medium,4,473.82,50+ kWh,174839.58,July
HH00369,Fridge,87,8.8,1,23,Kigali,Medium,1,17.61,0-20 kWh,1567.29,January
HH00370,Laptop,50,1.7,2,28,Eastern,Low,2,4.76,0-20 kWh,423.64,May
HH00371,Radio,36,6.3,3,20,Kigali,Medium,6,13.61,0-20 kWh,1211.29,March
HH00372,Radio,28,7.6,1,20,Kigali,High,2,4.26,0-20 kWh,379.14,February
HH00373,Fridge,88,6.8,2,31,Southern,High,2,37.1,21-50 kWh,11501.0,March
HH00374,Stove,1023,3.3,1,24,Northern,Low,1,81.02,50+ kWh,29896.38,November
HH00375,Laptop,46,0.7,2,30,Kigali,High,8,1.93,0-20 kWh,171.77,June
HH00376,Microwave,929,3.8,2,31,Southern,High,4,218.87,50+ kWh,80763.03,October
HH00377,Iron,808,1.5,3,25,Kigali,Low,8,90.9,50+ kWh,33542.1,September
HH00378,Water Heater,2059,8.4,3,25,Kigali,Low,1,1297.17,50+ kWh,478655.73,August
HH00379,Radio,24,9.1,3,29,Kigali,Medium,4,19.0,0-20 kWh,1691.0,January
HH00380,Mobile Charger,7,6.3,3,22,Western,Low,4,2.91,0-20 kWh,258.99,March
HH00381,Mobile Charger,5,8.6,1,20,Northern,Low,8,0.86,0-20 kWh,76.54,September
HH00382,Water Heater,2073,3.4,2,20,Eastern,High,3,281.93,50+ kWh,104032.17,November
HH00383,Light Bulb,12,5.8,2,24,Southern,Medium,2,3.34,0-20 kWh,297.26,December
HH00384,Mobile Charger,10,1.3,3,22,Western,High,8,0.86,0-20 kWh,76.54,March
HH00385,Water Heater,1954,3.4,3,23,Northern,Low,8,458.41,50+ kWh,169153.29,June
HH00386,Fridge,95,6.2,3,27,Eastern,Low,2,47.71,21-50 kWh,14790.1,February
HH00387,TV,62,2.3,3,20,Kigali,Medium,7,8.56,0-20 kWh,761.84,April
HH00388,Microwave,982,9.4,2,21,Southern,Medium,1,387.69,50+ kWh,143057.61,November
HH00389,Fridge,98,6.0,3,30,Southern,High,5,52.92,50+ kWh,19527.48,November
HH00390,Water Heater,2884,7.4,2,21,Eastern,Medium,5,896.35,50+ kWh,330753.15,November
HH00391,Laptop,36,3.1,3,26,Northern,High,5,8.7,0-20 kWh,774.3,September
HH00392,Radio,49,4.4,3,23,Western,Medium,1,14.88,0-20 kWh,1324.32,February
HH00393,Iron,1159,4.3,3,28,Kigali,Low,2,418.63,50+ kWh,154474.47,April
HH00394,Iron,1098,4.3,1,28,Eastern,Medium,3,132.2,50+ kWh,48781.8,September
HH00395,Washing Machine,887,5.0,1,24,Northern,High,5,106.44,50+ kWh,39276.36,March
HH00396,Laptop,51,5.4,2,21,Eastern,Medium,8,11.57,0-20 kWh,1029.73,November
HH00397,Fan,73,10.0,2,21,Kigali,Low,6,30.66,21-50 kWh,9504.6,May
HH00398,Washing Machine,589,1.0,3,20,Northern,Medium,5,35.34,21-50 kWh,10955.4,October
HH00399,Water Heater,2673,1.4,2,29,Southern,High,5,217.05,50+ kWh,80091.45,February
HH00400,Laptop,57,4.6,2,24,Northern,Medium,6,12.59,0-20 kWh,1120.51,August
HH00401,Laptop,47,6.8,1,28,Southern,Low,8,8.95,0-20 kWh,796.55,June
HH00402,Water Heater,2309,3.3,1,30,Southern,Medium,3,228.59,50+ kWh,84349.71,September
HH00403,TV,53,4.5,3,20,Northern,Medium,3,14.31,0-20 kWh,1273.59,October
HH00404,Fridge,113,2.5,2,31,Southern,Medium,4,17.52,0-20 kWh,1559.28,July
HH00405,Microwave,884,9.1,2,22,Kigali,High,2,353.95,50+ kWh,130607.55,April
HH00406,Fan,65,2.5,2,26,Western,High,6,8.45,0-20 kWh,752.05,August
HH00407,Mobile Charger,10,5.7,2,20,Western,Low,6,2.28,0-20 kWh,202.92,May
HH00408,Fridge,191,2.8,3,27,Northern,Medium,7,43.32,21-50 kWh,13429.2,July
HH00409,Fridge,116,2.3,1,31,Kigali,Low,7,8.27,0-20 kWh,736.03,September
HH00410,Water Heater,2422,5.9,2,22,Southern,Low,5,628.75,50+ kWh,232008.75,December
HH00411,Water Heater,2939,2.2,3,28,Kigali,High,2,543.13,50+ kWh,200414.97,February
HH00412,Iron,1026,0.7,1,24,Southern,Medium,6,17.24,0-20 kWh,1534.36,July
HH00413,Radio,25,9.7,1,30,Eastern,High,3,7.27,0-20 kWh,647.03,March
HH00414,Light Bulb,12,5.0,2,26,Northern,High,4,3.12,0-20 kWh,277.68,March
HH00415,Fan,50,1.4,3,24,Southern,Medium,7,5.04,0-20 kWh,448.56,September
HH00416,Fan,68,6.0,3,28,Southern,High,3,34.27,21-50 kWh,10623.7,October
HH00417,Fridge,95,3.1,2,31,Northern,High,4,18.26,0-20 kWh,1625.14,August
HH00418,Fridge,183,0.5,1,23,Southern,High,6,2.1,0-20 kWh,186.9,September
HH00419,Light Bulb,14,2.1,2,26,Northern,Medium,1,1.53,0-20 kWh,136.17,November
HH00420,Stove,1508,7.0,2,31,Southern,Medium,4,654.47,50+ kWh,241499.43,October
HH00421,Fan,50,4.7,3,21,Western,Medium,2,14.8,0-20 kWh,1317.2,May
HH00422,Light Bulb,20,6.3,3,21,Western,Low,2,7.94,0-20 kWh,706.66,December
HH00423,Water Heater,2917,6.9,1,26,Northern,High,6,523.31,50+ kWh,193101.39,May
HH00424,Laptop,58,9.2,1,23,Eastern,High,6,12.27,0-20 kWh,1092.03,June
HH00425,Water Heater,2919,9.5,2,30,Western,Low,8,1663.83,50+ kWh,613953.27,February
HH00426,Fridge,88,8.3,2,26,Eastern,Low,2,37.98,21-50 kWh,11773.8,November
HH00427,Iron,842,5.0,1,21,Kigali,Low,5,88.41,50+ kWh,32623.29,April
HH00428,Microwave,883,3.0,3,21,Western,Medium,5,166.89,50+ kWh,61582.41,July
HH00429,Washing Machine,954,2.1,1,24,Kigali,Low,6,48.08,21-50 kWh,14904.8,February
HH00430,Washing Machine,683,5.4,1,26,Eastern,High,1,95.89,50+ kWh,35383.41,July
HH00431,Light Bulb,11,2.1,2,27,Southern,Medium,5,1.25,0-20 kWh,111.25,November
HH00432,Mobile Charger,10,3.1,1,20,Kigali,Low,3,0.62,0-20 kWh,55.18,January
HH00433,Iron,830,0.8,3,27,Southern,Low,6,53.78,50+ kWh,19844.82,June
HH00434,Fan,46,3.0,2,25,Kigali,Low,7,6.9,0-20 kWh,614.1,February
HH00435,Fridge,182,9.3,1,31,Eastern,Low,3,52.47,50+ kWh,19361.43,May
HH00436,Stove,1305,5.2,2,25,Kigali,High,3,339.3,50+ kWh,125201.7,April
HH00437,TV,87,1.4,2,22,Eastern,Medium,3,5.36,0-20 kWh,477.04,January
HH00438,TV,69,7.9,1,22,Southern,Medium,7,11.99,0-20 kWh,1067.11,August
HH00439,Laptop,55,2.6,3,25,Western,Medium,7,10.72,0-20 kWh,954.08,October
HH00440,Stove,1943,6.1,2,22,Southern,Medium,2,521.5,50+ kWh,192433.5,March
HH00441,Microwave,1048,2.7,1,20,Southern,Low,4,56.59,50+ kWh,20881.71,January
HH00442,Mobile Charger,7,2.4,2,23,Northern,Medium,8,0.77,0-20 kWh,68.53,May
HH00443,Washing Machine,779,2.8,1,24,Northern,High,7,52.35,50+ kWh,19317.15,August
HH00444,Water Heater,2709,5.9,3,21,Eastern,High,8,1006.94,50+ kWh,371560.86,September
HH00445,Radio,39,7.3,3,20,Northern,High,5,17.08,0-20 kWh,1520.12,October
HH00446,Mobile Charger,6,8.3,3,28,Eastern,High,1,4.18,0-20 kWh,372.02,April
HH00447,Radio,39,1.9,1,25,Southern,Low,4,1.85,0-20 kWh,164.65,August
HH00448,Washing Machine,610,4.7,2,27,Western,Low,1,154.82,50+ kWh,57128.58,January
HH00449,Microwave,1088,7.4,3,27,Northern,High,1,652.15,50+ kWh,240643.35,May
HH00450,Fridge,163,8.1,3,28,Southern,Low,4,110.91,50+ kWh,40925.79,April
HH00451,Laptop,68,0.7,1,31,Northern,Low,1,1.48,0-20 kWh,131.72,April
HH00452,Water Heater,2981,3.2,1,25,Southern,Medium,3,238.48,50+ kWh,87999.12,March
HH00453,TV,66,3.4,3,20,Western,Medium,5,13.46,0-20 kWh,1197.94,October
HH00454,Radio,45,7.8,3,26,Eastern,High,1,27.38,21-50 kWh,8487.8,April
HH00455,TV,102,4.0,2,27,Eastern,Low,7,22.03,21-50 kWh,6829.3,July
HH00456,Stove,1062,6.1,2,24,Western,Medium,3,310.95,50+ kWh,114740.55,June
HH00457,TV,94,4.3,1,22,Northern,Medium,3,8.89,0-20 kWh,791.21,January
HH00458,Iron,1117,8.3,2,27,Eastern,Low,3,500.64,50+ kWh,184736.16,August
HH00459,Iron,958,4.9,3,29,Kigali,High,1,408.4,50+ kWh,150699.6,June
HH00460,Fridge,97,3.6,3,27,Eastern,Medium,5,28.29,21-50 kWh,8769.9,July
HH00461,Water Heater,2309,5.6,3,23,Western,Low,8,892.2,50+ kWh,329221.8,June
HH00462,Fridge,165,5.8,2,22,Kigali,High,4,42.11,21-50 kWh,13054.1,February
HH00463,Laptop,42,8.8,2,23,Kigali,Low,2,17.0,0-20 kWh,1513.0,April
HH00464,Microwave,1075,6.8,2,27,Eastern,Low,3,394.74,50+ kWh,145659.06,January
HH00465,Stove,1527,4.1,1,29,Western,Medium,7,181.56,50+ kWh,66995.64,April
HH00466,Water Heater,2678,5.3,1,22,Southern,Low,8,312.25,50+ kWh,115220.25,October
HH00467,Fan,50,5.9,2,28,Northern,Low,3,16.52,0-20 kWh,1470.28,March
HH00468,Laptop,39,6.0,1,25,Kigali,High,6,5.85,0-20 kWh,520.65,November
HH00469,TV,107,4.1,1,21,Northern,Medium,8,9.21,0-20 kWh,819.69,March
HH00470,Light Bulb,17,9.7,2,26,Southern,Medium,8,8.57,0-20 kWh,762.73,February
HH00471,Fridge,101,8.6,3,20,Western,Low,1,52.12,50+ kWh,19232.28,July
HH00472,Laptop,64,1.4,2,20,Eastern,Low,6,3.58,0-20 kWh,318.62,November
HH00473,Fridge,200,1.7,3,26,Kigali,High,1,26.52,21-50 kWh,8221.2,June
HH00474,Iron,837,9.5,2,28,Southern,Low,5,445.28,50+ kWh,164308.32,January
HH00475,Laptop,64,7.8,3,21,Western,High,4,31.45,21-50 kWh,9749.5,January
HH00476,Microwave,926,8.0,2,24,Western,High,1,355.58,50+ kWh,131209.02,July
HH00477,Light Bulb,10,6.4,2,21,Western,High,4,2.69,0-20 kWh,239.41,January
HH00478,Stove,1315,4.8,3,22,Northern,High,6,416.59,50+ kWh,153721.71,April
HH00479,Stove,1133,7.9,2,25,Southern,High,7,447.54,50+ kWh,165142.26,March
HH00480,Fan,63,6.8,3,23,Southern,High,8,29.56,21-50 kWh,9163.6,October
HH00481,Water Heater,2189,1.4,2,25,Northern,Low,6,153.23,50+ kWh,56541.87,March
HH00482,Light Bulb,20,6.5,1,24,Southern,Low,6,3.12,0-20 kWh,277.68,March
HH00483,Stove,1257,9.5,3,22,Southern,Low,7,788.14,50+ kWh,290823.66,August
HH00484,Microwave,888,5.4,2,20,Southern,Medium,5,191.81,50+ kWh,70777.89,August
HH00485,Fridge,149,1.5,3,25,Western,Medium,6,16.76,0-20 kWh,1491.64,November
HH00486,Laptop,63,3.5,2,28,Eastern,Medium,8,12.35,0-20 kWh,1099.15,February
HH00487,Washing Machine,712,0.6,3,23,Northern,High,7,29.48,21-50 kWh,9138.8,November
HH00488,Laptop,36,2.8,1,23,Northern,Low,1,2.32,0-20 kWh,206.48,February
HH00489,Water Heater,2902,5.3,2,28,Southern,Medium,1,861.31,50+ kWh,317823.39,November
HH00490,Light Bulb,20,1.9,1,23,Western,Low,7,0.87,0-20 kWh,77.43,March
HH00491,Mobile Charger,6,4.5,3,29,Northern,Medium,1,2.35,0-20 kWh,209.15,September
HH00492,Mobile Charger,7,2.3,1,31,Southern,Low,3,0.5,0-20 kWh,44.5,February
HH00493,Microwave,935,3.1,1,25,Eastern,Low,1,72.46,50+ kWh,26737.74,November
HH00494,Iron,1113,5.9,1,29,Western,Medium,4,190.43,50+ kWh,70268.67,April
HH00495,Microwave,951,5.4,2,24,Kigali,Medium,5,246.5,50+ kWh,90958.5,September
HH00496,Washing Machine,839,2.8,2,26,Kigali,Medium,8,122.16,50+ kWh,45077.04,November
HH00497,Laptop,30,3.3,1,20,Kigali,High,6,1.98,0-20 kWh,176.22,August
HH00498,Iron,863,9.4,2,22,Southern,Medium,8,356.94,50+ kWh,131710.86,April
HH00499,Washing Machine,857,4.3,2,27,Western,High,6,199.0,50+ kWh,73431.0,September
HH00500,Laptop,32,9.1,3,30,Kigali,Low,3,26.21,21-50 kWh,8125.1,September
HH00501,Radio,24,8.9,2,22,Southern,High,4,9.4,0-20 kWh,836.6,September
HH00502,TV,125,8.9,2,21,Eastern,High,6,46.73,21-50 kWh,14486.3,November
HH00503,TV,146,8.7,3,27,Kigali,Medium,1,102.89,50+ kWh,37966.41,August
HH00504,Washing Machine,687,9.8,1,23,Kigali,Medium,8,154.85,50+ kWh,57139.65,September
HH00505,Stove,1817,1.2,2,20,Western,Medium,4,87.22,50+ kWh,32184.18,January
HH00506,TV,73,1.8,3,27,Western,Medium,1,10.64,0-20 kWh,946.96,August
HH00507,Fridge,90,8.5,2,28,Northern,Low,3,42.84,21-50 kWh,13280.4,October
HH00508,Fan,43,4.6,2,27,Western,Medium,2,10.68,0-20 kWh,950.52,June
HH00509,Stove,1017,3.1,1,21,Southern,Medium,2,66.21,50+ kWh,24431.49,October
HH00510,Radio,40,5.5,3,22,Northern,High,4,14.52,0-20 kWh,1292.28,August
HH00511,Fridge,119,8.7,3,22,Kigali,High,8,68.33,50+ kWh,25213.77,February
HH00512,Radio,23,4.1,1,31,Western,High,2,2.92,0-20 kWh,259.88,August
HH00513,Radio,45,0.8,3,27,Southern,Low,8,2.92,0-20 kWh,259.88,May
HH00514,Fridge,166,9.8,2,23,Southern,Medium,5,74.83,50+ kWh,27612.27,April
HH00515,Iron,923,9.3,1,25,Southern,Low,2,214.6,50+ kWh,79187.4,February
HH00516,Laptop,59,9.5,1,23,Southern,Low,7,12.89,0-20 kWh,1147.21,September
HH00517,Stove,1788,3.6,2,30,Western,High,3,386.21,50+ kWh,142511.49,November
HH00518,Mobile Charger,5,7.4,3,20,Northern,Low,2,2.22,0-20 kWh,197.58,January
HH00519,Light Bulb,14,3.1,1,20,Northern,High,1,0.87,0-20 kWh,77.43,January
HH00520,Water Heater,2198,7.1,1,26,Western,High,6,405.75,50+ kWh,149721.75,July
HH00521,Washing Machine,893,9.6,1,25,Southern,Medium,5,214.32,50+ kWh,79084.08,October
HH00522,TV,66,6.5,3,25,Southern,Low,8,32.17,21-50 kWh,9972.7,November
HH00523,Water Heater,2857,1.3,2,27,Northern,Low,8,200.56,50+ kWh,74006.64,October
HH00524,Stove,1785,4.9,1,24,Kigali,High,5,209.92,50+ kWh,77460.48,March
HH00525,Stove,1141,0.9,1,29,Eastern,Medium,3,29.78,21-50 kWh,9231.8,December
HH00526,Mobile Charger,9,2.9,2,27,Northern,Low,8,1.41,0-20 kWh,125.49,June
HH00527,Microwave,1122,2.3,1,29,Northern,High,1,74.84,50+ kWh,27615.96,May
HH00528,Mobile Charger,8,5.0,2,25,Kigali,Low,4,2.0,0-20 kWh,178.0,November
HH00529,Fridge,102,1.6,1,26,Northern,Low,8,4.24,0-20 kWh,377.36,January
HH00530,TV,112,9.6,2,28,Western,High,1,60.21,50+ kWh,22217.49,April
HH00531,Fridge,153,4.4,2,21,Western,Medium,2,28.27,21-50 kWh,8763.7,May
HH00532,TV,129,3.3,2,24,Eastern,High,4,20.43,21-50 kWh,6333.3,December
HH00533,Microwave,1080,5.1,1,28,Northern,Medium,2,154.22,50+ kWh,56907.18,August
HH00534,Mobile Charger,5,4.9,1,27,Southern,High,5,0.66,0-20 kWh,58.74,October
HH00535,Microwave,1071,3.5,3,25,Kigali,Medium,7,281.14,50+ kWh,103740.66,November
HH00536,Fan,73,4.8,2,22,Southern,Medium,5,15.42,0-20 kWh,1372.38,April
HH00537,Iron,1122,6.3,3,31,Kigali,Medium,7,657.38,50+ kWh,242573.22,May
HH00538,Water Heater,2268,9.1,3,23,Kigali,Low,3,1424.08,50+ kWh,525485.52,October
HH00539,Light Bulb,11,7.2,3,27,Eastern,Low,2,6.42,0-20 kWh,571.38,August
HH00540,Radio,50,3.1,1,20,Southern,High,7,3.1,0-20 kWh,275.9,September
HH00541,Fan,59,4.5,1,29,Kigali,High,2,7.7,0-20 kWh,685.3,October
HH00542,Stove,1034,6.3,2,28,Western,High,6,364.8,50+ kWh,134611.2,December
HH00543,Laptop,55,9.4,3,27,Western,Medium,5,41.88,21-50 kWh,12982.8,May
HH00544,Stove,1651,2.3,3,31,Eastern,High,4,353.15,50+ kWh,130312.35,October
HH00545,TV,95,9.2,2,23,Eastern,High,6,40.2,21-50 kWh,12462.0,March
HH00546,Stove,1669,6.3,1,30,Western,Medium,1,315.44,50+ kWh,116397.36,August
HH00547,Mobile Charger,7,7.4,2,25,Western,High,1,2.59,0-20 kWh,230.51,March
HH00548,Washing Machine,829,9.9,3,23,Eastern,Medium,7,566.29,50+ kWh,208961.01,January
HH00549,Fan,54,4.3,1,31,Western,Medium,5,7.2,0-20 kWh,640.8,August
HH00550,Laptop,70,3.9,1,25,Northern,Low,3,6.83,0-20 kWh,607.87,March
HH00551,Microwave,1088,3.1,2,28,Kigali,Medium,7,188.88,50+ kWh,69696.72,November
HH00552,Laptop,58,1.8,1,24,Northern,Medium,7,2.51,0-20 kWh,223.39,February
HH00553,Iron,1083,7.9,2,31,Kigali,Low,8,530.45,50+ kWh,195736.05,August
HH00554,Fan,52,4.1,2,24,Eastern,High,3,10.23,0-20 kWh,910.47,July
HH00555,Radio,34,8.7,2,22,Western,Low,3,13.02,0-20 kWh,1158.78,August
HH00556,Water Heater,1760,0.8,3,24,Southern,Low,3,101.38,50+ kWh,37409.22,December
HH00557,Light Bulb,19,7.6,2,25,Northern,High,3,7.22,0-20 kWh,642.58,February
HH00558,Fridge,156,3.6,2,26,Kigali,Medium,1,29.2,21-50 kWh,9052.0,February
HH00559,Fan,46,8.0,1,29,Southern,High,8,10.67,0-20 kWh,949.63,June
HH00560,Fan,68,9.0,2,28,Eastern,Medium,1,34.27,21-50 kWh,10623.7,November
HH00561,Stove,1406,5.7,2,23,Northern,Low,8,368.65,50+ kWh,136031.85,March
HH00562,Microwave,936,1.4,3,31,Western,Low,7,121.87,50+ kWh,44970.03,October
HH00563,Mobile Charger,10,7.8,2,31,Western,High,6,4.84,0-20 kWh,430.76,January
HH00564,Fan,46,5.3,2,26,Northern,High,6,12.68,0-20 kWh,1128.52,January
HH00565,Stove,1519,6.6,1,22,Western,Low,5,220.56,50+ kWh,81386.64,May
HH00566,Water Heater,2970,4.0,2,23,Eastern,Medium,8,546.48,50+ kWh,201651.12,April
HH00567,Iron,935,2.7,3,28,Northern,Low,3,212.06,50+ kWh,78250.14,May
HH00568,Fridge,115,9.7,2,27,Western,Medium,6,60.24,50+ kWh,22228.56,February
HH00569,Laptop,57,8.5,2,28,Western,Low,7,27.13,21-50 kWh,8410.3,April
HH00570,Microwave,989,8.9,3,21,Kigali,Medium,3,554.53,50+ kWh,204621.57,May
HH00571,Fridge,106,3.9,2,24,Eastern,Low,2,19.84,0-20 kWh,1765.76,January
HH00572,TV,117,5.0,2,23,Kigali,Low,6,26.91,21-50 kWh,8342.1,August
HH00573,Fridge,95,2.9,2,30,Kigali,Medium,7,16.53,0-20 kWh,1471.17,February
HH00574,Washing Machine,865,4.8,2,21,Kigali,High,7,174.38,50+ kWh,64346.22,July
HH00575,Radio,23,4.7,3,21,Southern,Medium,7,6.81,0-20 kWh,606.09,December
HH00576,Stove,1773,1.4,2,23,Northern,High,8,114.18,50+ kWh,42132.42,March
HH00577,Washing Machine,967,2.6,2,21,Western,Medium,3,105.6,50+ kWh,38966.4,September
HH00578,Washing Machine,953,3.0,3,26,Northern,High,5,223.0,50+ kWh,82287.0,January
HH00579,Fan,73,2.3,2,24,Northern,Medium,2,8.06,0-20 kWh,717.34,April
